"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UEHM6B83","webpage","2026","Szedlacsek, Eszter; Hertanti, Rachmi","From geopolitical competition to CRM strategic cooperation: the EU-Indonesia-Africa triangle","APRI","","","","https://afripoli.org/from-geopolitical-competition-to-crm-strategic-cooperation-the-eu-indonesia-africa-triangle","Africa’s CRM wealth can only support value addition if partnerships move beyond extraction towards local processing, industrialisation and skills creation.","2026-04-15","2026-04-22 08:59:04","2026-04-29 13:04:33","2026-04-22 08:57:20","","","","","","","From geopolitical competition to CRM strategic cooperation","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/WMEQZNEW/APRI - 2026 - From geopolitical competition to CRM strategic coo.html","","CRM; EU; value addition; industrialisation; local processing; triangular cooperation; Indonesia; CRM reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AA97DQHI","webpage","2026","Gnanguênon, Amandine; Adegoke, Olufolake; Gabadadze, Lili","Africa in a Multipolar World: Navigating Power in Shifting Global Order, 2025","APRI","","","","https://afripoli.org/africa-in-a-multipolar-world-navigating-power-in-shifting-global-order-2025","In 2025, Africa navigated a shifting multipolar world shaped by US retrenchment, strained AU–EU relations, the first G20 summit on the continent, intensifying competition over critical minerals, and rising tensions in the Horn of Africa.","2026-03-16","2026-04-22 09:01:54","2026-04-29 12:53:47","2026-04-22 09:01:36","","","","","","","Africa in a Multipolar World","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/E2M3IIF5/APRI - 2026 - Africa in a Multipolar World Navigating Power in.html","","CRM; AU-EU Summit; Isreal; multipolar world; US retrenchment; Horn of Africa; G20 summit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3N3I2KS5","webpage","2026","Mkodzongi, Grasian; Luthango, Sikho","Platinum group metals, green hydrogen production and economic development in South Africa","APRI","","","","https://afripoli.org/platinum-group-metals-green-hydrogen-production-and-economic-development-in-south-africa","Endowed with approximately 80% of the world’s PGMs, South Africa is strategically positioned to capitalise on the rising global demand for green hydrogen and associated technologies.","2026-01-19","2026-04-22 09:04:29","2026-04-29 13:38:44","2026-04-22 09:04:19","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/WZWENVR7/APRI - 2026 - Platinum group metals, green hydrogen production a.html","","fossil fuels; South Africa; Just Energy Transition; PGMs; Green hydrogen; mineral resource","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Q6C3BPC","webpage","2025","Nzhadzhaba, Dieketseng; Onitekun, Olumide","Reshaping ECOWAS Strategic Gas Infrastructure and Market Integration","APRI","","","","https://afripoli.org/reshaping-ecowas-strategic-gas-infrastructure-and-market-integration","This paper explores how ECOWAS can unlock regional prosperity through an integrated gas infrastructure strategy by proposing innovative financing, governance, and policy frameworks.","2025-12-16","2026-04-22 09:08:19","2026-04-29 13:55:27","2026-04-22 09:05:20","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/8P3E74FN/APRI - 2025 - Reshaping ECOWAS Strategic Gas Infrastructure and.html","","Investment Sustainability; ECOWAS; gas reserves; Gas infrastructure; innovative financing; regulatory fragmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8BQJUXI","webpage","2024","Vandome, Christopher","How can African states benefit from the EU Critical Raw Material Act and the UK Critical Minerals Strategy?","APRI","","","","https://afripoli.org/how-can-african-states-benefit-from-the-eu-critical-raw-material-act-and-the-uk-critical-minerals-strategy","How will the EU CRMA and UK CMS impact African industrialization, and what shifts in political, diplomatic, and commercial relations are needed to support Africa's value addition and beneficiation?","2024-09-11","2026-04-29 09:20:12","2026-04-29 09:20:30","2026-04-29 09:20:12","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/77XMV27E/how-can-african-states-benefit-from-the-eu-critical-raw-material-act-and-the-uk-critical-minera.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92WL8T54","webpage","2024","Benabdallah","China's Role in Africa's Critical Minerals Landscape: Challenges and Key Opportunities","APRI","","","","https://afripoli.org/chinas-role-in-africas-critical-minerals-landscape-challenges-and-key-opportunities","China’s growing presence in Africa's critical minerals sector presents both opportunities and challenges for the continent's role in the global energy transition. While Africa holds vast reserves crucial to renewable energy, unlocking their full potential requires addressing key policy gaps to ensure sustainable benefits.","2024-09-06","2026-04-29 09:19:50","2026-04-29 12:55:36","2026-04-29 09:19:50","","","","","","","China's Role in Africa's Critical Minerals Landscape","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/RW7L93PJ/chinas-role-in-africas-critical-minerals-landscape-challenges-and-key-opportunities.html","","China; CRM; rare earth minerals; supply chains; renewable energy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U23DUGS7","webpage","2024","Ismail","Geoeconomics of decarbonization, climate resilient developmental regionalism and the AfCFTA","APRI","","","","https://afripoli.org/geoeconomics-of-decarbonization-climate-resilient-developmental-regionalism-and-the-afcfta","How can ‘climate-resilient’ developmental regionalism led by AfCFTA and supported by African partners, build value chains in critical minerals and low-carbon tech, boosting Africa's competitiveness amid global shifts?","2024-09-04","2026-04-29 09:19:14","2026-04-29 13:05:24","2026-04-29 09:19:14","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/3JQ7KVAA/geoeconomics-of-decarbonization-climate-resilient-developmental-regionalism-and-the-afcfta.html","","CRM; climate-resilient; developmental regionalism; AfCFTA; low-carbon tech","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C428LEVL","webpage","2024","Neema, Christian Géraud","Navigating Critical Mineral Supply Chains: the EU's Partnerships with the DRC and Zambia","APRI","","","","https://afripoli.org/navigating-critical-mineral-supply-chains-the-eus-partnerships-with-the-drc-and-zambia","This publication explores the European Union's efforts to diversify the supply chain for its identified critical raw materials (CRM) and to reduce dependence on single sources for minerals essential to green and digital transitions. It highlights the EU's diversification strategy of signing MoUs with crucial CRM value chain partners, the Democratic Republic of Congo and Zambia.","2024-03-06","2026-04-29 09:17:43","2026-04-29 13:22:21","2026-04-29 09:17:43","","","","","","","Navigating Critical Mineral Supply Chains","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/E7KXB7UY/navigating-critical-mineral-supply-chains-the-eus-partnerships-with-the-drc-and-zambia.html","","CRM; DRC; Zambia; supply chains","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2BVYH58","webpage","2024","Zaik, Nimrod","Prospects for Development and Integration of African Battery Value Chains","APRI","","","","https://afripoli.org/prospects-for-development-and-integration-of-african-battery-value-chains","How can African countries leverage their vast battery mineral resources to build integrated value chains for the global energy transition, with a focus on industrializing sustainably and avoiding dependence on exporting raw materials?","2024-09-16","2026-04-29 09:20:39","2026-04-29 13:52:39","2026-04-29 09:20:39","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/6DLG9D5M/prospects-for-development-and-integration-of-african-battery-value-chains.html","","Green Energy Transition; Africa Energy Systems; green transition; battery mineral value chains","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RD7EVH9V","webpage","2024","Mkodzongi, Grasian","Lithium Mining and National Economic Development in Zimbabwe","APRI","","","","https://afripoli.org/lithium-mining-and-national-economic-development-in-zimbabwe","Amid rising global demand for clean energy, this paper explores Zimbabwe's lithium potential and recommends policies to attract investment, foster skills development, and drive value addition for Vision 2030","2024-09-18","2026-04-29 09:21:00","2026-04-29 13:10:45","2026-04-29 09:21:00","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/99ETN8ZX/lithium-mining-and-national-economic-development-in-zimbabwe.html","","Clean Energy Access; clean energy; lithium; Zimbabwe; Electric Vechicles; internal combustion engines (ICE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QF5KMS7K","webpage","2024","Ndubuisi, Gideon; Avenyo","Solar photovoltaic manufacturing in Africa: Opportunity or mirage?","APRI","","","","https://afripoli.org/solar-photovoltaic-manufacturing-in-africa-opportunity-or-mirage","How can Africa leverage its natural resource endowments, trade, and latent productive capabilities for solar PV manufacturing, and what are the opportunities for regional integration and strategy?","2024-09-25","2026-04-29 09:21:37","2026-04-29 09:43:51","2026-04-29 09:21:37","","","","","","","Solar photovoltaic manufacturing in Africa","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/NSZ2CME3/solar-photovoltaic-manufacturing-in-africa-opportunity-or-mirage.html","","natural resources; PV technology; solar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKYUE9FC","webpage","2024","Mususa, Patience; Lutandula","A Battery Industry in the Central African Copperbelt? Regional and Geopolitical Dimensions","APRI","","","","https://afripoli.org/a-battery-industry-in-the-central-african-copperbelt-regional-and-geopolitical-dimensions","This paper explores DRC and Zambia’s plans to build a regional battery industry, leveraging their copper and cobalt resources, while navigating governance, geopolitical challenges, and international partnerships.","2024-10-11","2026-04-29 09:22:19","2026-04-29 11:50:06","2026-04-29 09:22:19","","","","","","","A Battery Industry in the Central African Copperbelt?","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/7UWSJ4RL/a-battery-industry-in-the-central-african-copperbelt-regional-and-geopolitical-dimensions.html","","DRC; Zambia; battery industry; Central Africa; Copperbelt; CAC region","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUF7WFUP","webpage","","APRI","A Guide to the European Critical Raw Materials Act (CRMA)","APRI","","","","https://afripoli.org/projects/factsheet/eu-crm/","Explore the implications of the CRMA for Africa and opportunities for AU-EU collaboration.","","2026-04-29 09:23:30","2026-04-29 11:52:57","2026-04-29 09:23:30","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/AMCYTW27/eu-crm.html","","CRM; natural resources; EU CRMA; mineral wealth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWAVWQSU","webpage","","APRI","A Guide to the African Green Minerals Strategy (AGMS)","APRI","","","","https://afripoli.org/projects/factsheet/au-crm/","As global demand for minerals essential for clean energy technologies accelerates, Africa has emerged as a central actor and supplier of such minerals. The African Green Minerals Strategy (AGMS), adopted by the African Union (AU) in 2025, sets out a continental framework to harness Africa’s vast mineral endowment in support of industrialisation, energy security and climate resilience. The strategy prioritises value addition, regional value chains and the use of industrial policy to ensure that green minerals underpin Africa’s own development and energy transition.","","2026-04-29 09:26:33","2026-04-29 11:52:04","2026-04-29 09:26:33","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/4MBMYL22/eu-crm.html","","CRM; AU; African Green Minerals Strategy; energy security; climate resilience; AGMS Action Plan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ALL932D","webpage","","","Mapping Cooperation in Climate Finance","Africa's Green Transition Mapping Cooperation in Climate Finance","","","","https://afripoli.org/projects/pie-mapping","Africa’s energy transition faces major financing challenges. Our database maps trade, investment, and green projects with China, EU, and Gulf actors, using verified data and cross-checked sources.","","2026-04-29 09:28:24","2026-04-29 13:11:58","2026-04-29 09:28:24","","","","","","","","","","","","APRI","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/EJ7U7EJ5/pie-mapping.html","","Africa; Green Infrastructure; EU; climat finance; Gulf states","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZU5CISL","webpage","","Institute (APRI), Africa Policy Research","Africa Summit – Africa Policy Research Institute","","","","","https://afripoli.org/projects/african-summit-map","The Shifting Geography of Africa+1 Summits","","2026-04-29 09:30:34","2026-04-29 12:54:26","2026-04-29 09:30:34","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/46RAILS4/african-summit-map.html","","Africa+1 summits; global diplomacy; diversify partnership","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUB6Q4QI","webpage","2025","Hofmeyr, Judy","South Africa’s new critical minerals strategy: promises and paradoxes","APRI","","","","https://afripoli.org/south-africas-new-critical-minerals-strategy-promises-and-paradoxes","South Africa launches a bold new critical minerals strategy. Can it balance growth, equity, and global competitiveness?","2025-09-15","2026-04-29 09:33:51","2026-04-29 09:42:52","2026-04-29 09:33:51","","","","","","","South Africa’s new critical minerals strategy","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/AMFHJ94E/south-africas-new-critical-minerals-strategy-promises-and-paradoxes.html","","South Africa; CRM; Minerals; PGMs; CMMSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KE385Q72","webpage","2025","Sonuga, Eniola R.","Harnessing ECOWAS’ Mineral Wealth: Building a Trillion-Dollar Industry for West Africa","APRI","","","","https://afripoli.org/harnessing-ecowas-mineral-wealth-building-a-trillion-dollar-industry-for-west-africa","This publication outlines a pragmatic roadmap to turn West Africa’s vast mineral wealth into a trillion-dollar industry—grounded in transparency, regional collaboration, and industrialization that serves the people, not just profit.","2025-10-29","2026-04-29 09:40:01","2026-04-29 09:41:23","2026-04-29 09:40:01","","","","","","","Harnessing ECOWAS’ Mineral Wealth","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/8FP87VBR/harnessing-ecowas-mineral-wealth-building-a-trillion-dollar-industry-for-west-africa.html","","West Africa; ECOWAS; Mineral Wealth; EPAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXXSBQSJ","webpage","2025","Karimou, Imane","Unlocking Effective ECOWAS-AU Collaboration in UN-Backed Peace Operations","APRI","","","","https://afripoli.org/unlocking-effective-ecowas-au-collaboration-in-un-backed-peace-operations","Drawing on past experiences and current geopolitical shifts, the brief argues for strategic ECOWAS-AU cooperation and ECOWAS securing a stronger voice in global peace efforts.","2025-10-30","2026-04-29 09:45:50","2026-04-29 09:47:08","2026-04-29 09:45:50","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/XTJ3TEFT/unlocking-effective-ecowas-au-collaboration-in-un-backed-peace-operations.html","","EPAS; Peacekeeping; ECOWAS and AU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2H4T96I7","webpage","2025","Adekanbi, Ayodeji Stephen","Critical Infrastructure Development in West Africa: A Strategic Imperative for Regional Integration and Economic Growth","APRI","","","","https://afripoli.org/critical-infrastructure-development-in-west-africa-a-strategic-imperative-for-regional-integration-and-economic-growth","West Africa's infrastructure deficit, particularly in energy, transport, ICT, and water, impedes economic growth and regional integration, despite ECOWAS's Vision 2050. Challenges include corruption, fragmented regulations, and financing.","2025-11-04","2026-04-29 09:47:31","2026-04-29 09:48:43","2026-04-29 09:47:31","","","","","","","Critical Infrastructure Development in West Africa","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/QLC3GNCT/critical-infrastructure-development-in-west-africa-a-strategic-imperative-for-regional-integrat.html","","West Africa; ECOWAS; Infrastructure projects; Infrastructure deficit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CPKDFUJ","webpage","2025","Sam, Hermine","A Juggling Act: How West Africa is Reclaiming Power in Investment Deals","APRI","","","","https://afripoli.org/a-juggling-act-how-west-africa-is-reclaiming-power-in-investment-deals","This paper calls for ECOWAS to rethink its approach to engaging with external partners.  To regain credibility among West African citizens, the organisation must align economic structural transformation with economic sovereignty.","2025-11-06","2026-04-29 09:52:54","2026-04-29 09:53:56","2026-04-29 09:52:54","","","","","","","A Juggling Act","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/I5TLUX5J/a-juggling-act-how-west-africa-is-reclaiming-power-in-investment-deals.html","","West Africa; ECOWAS; Foreign Direct Investment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W65VCALB","webpage","2025","Ademola, Adedeji Aina","Navigating exodus: youth external mobility, the ‘Japa’ phenomenon and economic resilience in West Africa","APRI","","","","https://afripoli.org/navigating-exodus-youth-external-mobility-the-japa-phenomenon-and-economic-resilience-in-west-africa","High unemployment and insecurity drive West African youth emigration. This paper examines how  ECOWAS and Nigeria address this challenge.","2025-12-05","2026-04-29 09:57:52","2026-04-29 09:59:20","2026-04-29 09:57:52","","","","","","","Navigating exodus","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/3HQ9GYUY/navigating-exodus-youth-external-mobility-the-japa-phenomenon-and-economic-resilience-in-west-a.html","","Japa; Economic Resilience; Insecurity; Unemployment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XVVC8R2","webpage","2025","Chabala, E. D. Wala","A snapshot view of business activities along the Lobito Corridor","APRI","","","","https://afripoli.org/a-snapshot-view-of-business-activities-along-the-lobito-corridor","The Lobito Corridor promises more than mineral exports—yet SMEs, weak logistics and state-dependent ventures reveal a deeper struggle between high-speed extraction and truly inclusive value addition.","2025-12-04","2026-04-29 09:59:31","2026-04-29 10:16:33","2026-04-29 09:59:31","","","","","","","","","","","","","","en","","","","","","","","","/Users/aprilt24/Zotero/storage/F87QC9DK/a-snapshot-view-of-business-activities-along-the-lobito-corridor.html","","DRC; Mineral Wealth; Lobito Corridor; Regional economies; Mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
